0	0
1	0
2	0
3	1
4	1
5	1
6	2
7	0
8	0
9	0
10	1
11	0
12	0
13	0
14	0
15	0
16	3
17	0
18	0
19	4
20	1
21	0
22	3
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	3
45	0
46	0
47	0
48	0
49	3
50	0
51	0
52	0
53	0
54	0
55	0
56	2
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	3
65	3
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	1
75	1
76	1
77	0
78	0
79	3
80	3
81	0
82	0
83	0
84	3
85	1
86	3
87	0
88	1
89	2
90	0
91	0
92	0
93	3
94	3
95	0
96	0
97	0
98	0
99	0
100	0
101	3
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	2
114	0
115	0
116	2
117	2
118	3
119	0
120	0
121	3
122	0
123	2
124	2
125	2
126	0
127	0
128	1
129	0
130	0
131	3
132	0
133	0
134	3
135	0
136	2
137	0
138	0
139	2
140	0
141	2
142	0
143	0
144	0
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	3
179	1
180	2
181	0
182	3
183	1
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
